Column1,reviewId,content,topic_openai,topic_category,app
233,d09b18a8-ccae-45b2-943b-b8cb1e172de4,"I was forced to use this for my loyalty cards when Stocard was closed by Klarna. The Klarna app is much slower to load and I often have to change screens or wade past adverts to get to my cards, not great when you are at the till! I will switch to a different app when I can be bothered. Update: have downloaded SuperCards and it seems perfect. Please don't buy this one Klarna ??",usability,quality_usability,Klarna
234,7ee82125-b28e-4f17-848f-35c8a8329a23,all of a sudden my app wont work. when i try to sign in it just spins and spins. ive uninstalled it and reinstalled multiple times and still wont work,functionality,quality_usability,Klarna
235,8c141cbd-263b-410b-82f4-bcab10b297b1,Too buggy. The app won't load so I can't sign it. it just buffers. it's unusable. I've uninstalled and reinstalled several times. no change.,usability,quality_usability,Klarna
236,adba27cb-4519-4997-955f-0f6717184beb,doesn't let me update my payment method... shame,functionality,quality_usability,Klarna
237,b34f5b43-ae5f-4b4e-8492-993e79af782b,absolutely love Klarna and I use it on a monthly basis to get things I need and I love the fact you can spread the cost. highly recommend ??,affordable,quality_usability,Klarna
238,40d04183-07e4-42a1-88ad-35998a4ea94f,too buggy ... interest rates higher than a normal credit card. waste of time.,quality,quality_usability,Klarna
239,f5c152b7-ea0d-4d36-ad8d-5d704edb19ee,don't know just yet ?? hope you approve me being first time as a client kind regards Anthony,opportunity,growth_ambition,Klarna
240,6ef0d511-ef45-41d5-bb89-94531a47ade8,woohoo!! I'm finally able to uninstall this SLOW and data eating app after being forced to switch to it!,data,innovation_technology,Klarna
241,2b5f075a-a8a3-4a22-a615-5ad118944897,This app no longer works. It doesn't even load. All I get is a little banner with Klarna on it.,functionality,quality_usability,Klarna
242,dcf555dc-ed53-4f32-a323-4544e25fbe9e,Update: gone from 1 star to 3 since your instructions got the app to open. Will revisit once I know it consistently works to possibly improve my review. One star: It won't open consistently so I too often go without using the app. Never had an issue with Stocard.,reliability,quality_usability,Klarna
243,2d6ebcaa-0e26-40fb-a227-d31ac9996d28,Oggi avete appena fatto l'ultima biiippata. Davanti alla cassa apro l'app e non mi mostra il codice a barre ma mi obbliga a creare un PIN personale PER LA SICUREZZA delle mie fidelity card? Ma ci fate o ci siete? Ho spostato tutto su SuperCard (voto 4.8) dove clicco e trovo le mie carte.,security,trust_ethics,Klarna
244,7410722c-9242-4a48-a403-09c822629e60,I've tried to register my account and it keeps kicking me out to start again,usability,quality_usability,Klarna
245,fcb8232a-133d-41c4-94c5-8bc8570d2fe4,Horrible app. Stocard never even 1 issue over so many years using. Since Klarna always issues. Most times can't even get into app... select and it just keeps spinning as of trying to load. useless. You responded suggesting to stay updated with developments .. how do I do this if unable to even get into the app?,usability,quality_usability,Klarna
246,fad4af30-887f-41cc-9f10-33e5b3ea4317,primitive application with zero care about user convenience,care,user_centricity_support,Klarna
247,24fda10d-5d86-4a16-a97c-5fb870a52bf5,Carol can rate Klarna as very Good.....,quality,quality_usability,Klarna
248,d6e2a72b-8acc-4f9c-b1dd-6f0bc9daa223,"constantly closes up whenever pressing certain buttons, a little annoying when trying to handle payment",usability,quality_usability,Klarna
249,416f52d1-a568-4e08-8830-47d32d4f09b8,"use Google Wallet as this app is a ""kalamity"". forced to switch from stocard app. i try and open it before i enter the grocery store as it takes way too long to load. completely useless. had to screen shot my reward cards otherwise I would not be able to load going through the check out. now i cannot even access my loyalty cards as it requires me to login and just get an endless spinning wheel. if i had not screen shot my cards i would have lost the account numbers. do not use this app!",usability,quality_usability,Klarna
250,0c1b381b-cd35-42e1-822a-59d934297d48,Terrible. Can't even switch over from Stocard. waste of time. rather use another app,usability,quality_usability,Klarna
251,9e159ac0-f952-4e3f-83a0-855627db44ec,"All good things eventually come to an end, was great while it lasted, forcing me to set up strange requirements to use my loyalty cards is making it weird Stocard was great when Android and iPhone had no default wallet app, this app seems to be holding my loyalty cards ransom for their financial offering. I don't care that much.",accessibility,quality_usability,Klarna
252,0db486df-00a3-42a3-a9f6-ad4df240c929,"App doesn't allow me to sign in. Don't waste your time installing the app. Rather, seek alternative",usability,quality_usability,Klarna
253,89fcbd52-f104-415d-8af6-7ce3cc5bdd72,stocard is better and faster. klarna is terrible.,experience,user_centricity_support,Klarna
254,b47db5de-b6d7-449d-8ce1-c8ac53c6b59f,Constantly pushed into using an AI chatbot that repeatedly presses you to take out a Credit Card. Not useful.,ai,innovation_technology,Klarna
255,5c9a77b6-9905-4845-b52e-b8b32f331724,i want to learn how it works,learn,innovation_technology,Klarna
256,5ff7359a-3995-4395-9b6e-333f5a0e6cc5,"So now that you've taken over Stockard how about an android watch app, I use my watch for my cards",technology,innovation_technology,Klarna
257,09599a74-694e-4146-a886-4b9ed1da75ff,"It claims that your number is not a mobile number so good luck getting past the first screen! VOIP even if it's your actual # not allowed! Pure garbage and a waste of time. Denied without reason given ""can't approve at this time"". What a joke this company won't last. Uninstalled!",accessibility,quality_usability,Klarna
258,f26cd44c-e7f0-423f-9194-c481c6fbab40,awesome work on your Afterpay alternative ?? ??,,,Klarna
259,446a49b7-c441-4c39-8c58-43abf5bfd19e,FRAUDULENT PAYMENTS FROM MY BANK ACCOUNT I take all of my previous review below back. I've just discovered that they had a £200+ payment from my account that they weren't entitled to. It's only come to light because they took an additional £45 that they're also not entitled to and left me with no money *************************** It's great. A safe way to make payments on the Internet so they don't have your bank details and very helpful on the run up to pay day. No negative comments at all.,security,trust_ethics,Klarna
260,b7676bfa-9d84-4b04-ae89-6645b7d91618,"Better Hope You Never Have A Dispute!! I'm changing my rating from 5 stars (in 2021) to 1. This service can be very useful if you need to break up a large payment. But you better hope you never have a dispute with a merchant b/c Klarna is no help! It took over a month for Klarna to respond to my problem - by the time they did, all 4 of my payments had already gone through. Then they gave responses that show they didn't even look at the problem or read my responses for info requested. Useless!",service,user_centricity_support,Klarna
261,2471ae8f-7a0a-4c7f-964d-9cec0b4ad3a7,I can't verify with my E visa as residence permit neither my Ghanaian passport or Ghana Identity card(Ghana card). what do I do,accessibility,quality_usability,Klarna
262,7521cc26-4fe7-43cf-8ca3-8c2aad3f0189,Non of my store cards want to open. Moved from stocard. Very disappointing & frustrating,functionality,quality_usability,Klarna
263,bef98c2d-5a91-4c76-a9f5-7ab3a7eb26f3,App requires all purchases to be over $35 but lending bank only approves for $25. What a waste of time lol,accessibility,quality_usability,Klarna
264,9e2b1b72-a09e-48f8-9bc7-d033a534f0b2,Stocard was so much better and user-friendly. Cards are not in order. Logos for other cards no longer show on the Widget making it difficult to know which card is which if you have various cards that start with same letter. Takes longer to access a card. Forced to move from a 4+ rated app to a 3 star app.,usability,quality_usability,Klarna
265,b2942040-a38e-40db-8c00-8b2b57d1bbe2,Please make the password optional and four digits numbers after identifiering thanks,security,trust_ethics,Klarna
266,5bbe4623-0819-45e4-840d-c836fb65210d,Excellent service keep it up,service,user_centricity_support,Klarna
267,1aca66f0-e1e3-4add-9b9b-eb66008eb3c9,"the idea is great, and usually the app works quite well. But if you need to move to another country or support, forget about it, non existent.",accessibility,quality_usability,Klarna
268,30ddea71-92b4-4e17-9899-e7b8099456b4,"Where have you hidden the function do download pdf of the bill now? AGAIN, where have you hidden the download bill function, is there no testing before release?",usability,quality_usability,Klarna
269,e70e57ce-3d38-4b45-b15e-b9e690d85c58,"I updated my application.When I go to my payment options on my purchases, I get kicked out of the app every time I hopefully you'll fix this because I love the application truly. I have tried everything you told me to do and it doesn't workI have tried everything you told me to do and it doesn't work, so i'm just gonna wait for an update for the application or an update for google chrome.",functionality,quality_usability,Klarna
270,1c4ff7dd-32ad-4425-92ff-f15ed834419b,Not worth it.,,,Klarna
271,a58998d2-d594-40c0-8de6-1c8fc781fb9b,Klarna is a great service,service,user_centricity_support,Klarna
272,5a182787-c900-429a-9171-825a6c703fc8,"I am migrating away from Klarna. I stared with Stocard which was good but Klarna takes so long to load, I need to switch to something faster.",,,Klarna
273,3e8d7d45-17d1-46e4-8d33-062cbdc45561,Started using this app because Stocard was decommissioning and this was their replacement app. Very bloated with useless features. Uninstalled and downloaded other loyalty card apps.,functionality,quality_usability,Klarna
274,947bf37e-1943-4971-8b60-fa35792300df,Edit maybe you'll answer the problem...... CANT EVEN ACCESS ACCOUNT FROM THE APP. IT DOESNT ALLOW YOU TO SIGN IN. HAS NOTHING TO DO WITH DECLINING. I'm totally deleting and never using it again after I can get to my account and delete everything.,accessibility,quality_usability,Klarna
275,2ef84b06-177b-468d-9011-bcd364b21891,I left a review in 2020 decide to come back and give it another SPIN... it's worse now ! paypal pay in 4 Spoiled me SERIOUSLY!????????? ITs no plan to choose from you can pay when you want before the date any amount klarna I will NEVER USE again?? not even for toilet tissue . it's a set amount it's plans to choose from?? you have to put your social number everytime. I TOOK all that ??back to the store PAYPAL IS THE BEST ??DOWN AFFIRM GOT PURCHASE POWER??,choice,empowerment_control,Klarna
276,fb23b93f-58b3-4183-9d8c-b8da7c43f02b,"I was using Stocard for my loyalty cards. Klarna forced the migration to their app and ruined the experience: bad onboarding, buggy app (the interfaces jumps when loading ads I don't care about), abusive disconnect and when I try to log in I got an error saying I might be behind a VPN. Apparently the log in in only compatible with Chrome on mobile, and when I try to log in, the SMS for the Auth is never received. 0/5",usability,quality_usability,Klarna
277,8cdc0bb7-01a1-48c4-a2cd-ed4ee2ab9dd9,The stupid thing doesn't give you time to get security codes to sign in so it's a wast of time deleting it!,security,trust_ethics,Klarna
278,255d16af-42c8-4d55-8056-95a1420ce904,"What a trash app. Was forced here from Stocard but can't register. Fail out of the box, still born piece of garbage. Let copilot code next time and fire everyone at your company.",usability,quality_usability,Klarna
279,6c2d53fa-fbc4-4a32-bbcb-b20f5468fd8e,"I always enjoyed Klarna....but now im being forced to pay for an airbnb through Klarna that I didn't even stay at! smh I showed proof and everything, but thats not good enough and the airbnb host said they weren't paying them because it'll be a lost. we'll it was nice using klarna but im not paying for a place i didn't stay at...on top of getting partial refund from airbnb nope im good.",accountability,trust_ethics,Klarna
280,8ed61d3e-1543-4c95-a77f-f9ad079070f4,"This app is much worse than stocard. Ill be looking for something else, as its slow to load, and clearly all about the ads etc. 10 x worse than stocard. Not recommended. UPDATE NOW they want another code, the app suxs. I proudly deleted this app today. So slow, and not essy to use. Good riddance.",usability,quality_usability,Klarna
281,061c4296-7557-4747-94fb-33db84d0b89f,"Storcard gives be a black screen (seems I missed the time window to export my cards), is there a way to import them from the phone's memory/app directory (not sure I had an account there at all) ?",accessibility,quality_usability,Klarna
282,991c541d-c68e-492d-b944-9cf172bf638d,great app will tell other,,,Klarna
283,15ad0bfa-d26b-45d3-8166-da97696b7563,"poor customer service quality and us bugged, keeps asking me for identity verification and denies all my data even though I've been using klarna for years now and always completed all the payments.",quality,quality_usability,Klarna
284,9830b307-7766-4b49-bb17-30bf975ff364,"Had to switch to klarna from a previous app not by choice, yet klarna is always loading, yet doesn't bring up your cards.",reliability,quality_usability,Klarna
285,f52a29cf-6d21-489e-a518-4a75f1fed24a,unable to register- sms verification doesn't come through,accessibility,quality_usability,Klarna
286,7070aec9-ebe5-45e1-8abe-e83be0ffd7ac,asked to make pin code when I needed to scan. useless garbage app.,usability,quality_usability,Klarna
287,b56b8228-8b1a-4779-b30a-a86c2bd6227f,"I think my first review must have been deleted somehow. I was forced to switch from Stocard and did not like it. We don't want you, Klarna!",choice,empowerment_control,Klarna
288,72e00731-9380-4d03-93f0-cb8019b277d5,I just installed Klarna a few weeks ago and now it won't update with necessary update on my phone. Not compatible it says. now I have no app available for any shopping. what a mess.,,,Klarna
289,9daef3e1-4d1f-4ce2-9e1b-9020bc91379b,"nope. locked the old app, can't get my cards back. not a recipe to get future clients. hello Google wallet.",accessibility,quality_usability,Klarna
290,e8c2bcb8-0093-4f7b-803b-688822c7ecf7,wonderful way to pay for things you want with no high interest charges,affordable,quality_usability,Klarna
291,cba4708a-1c40-4639-a516-3e48713700ad,I can no longer log into the app. I have to use the website.,accessibility,quality_usability,Klarna
292,f63dd5da-d0fb-4fe8-aabc-43ee1d2082fb,Cards from Stocard is listed but when i click on card nothing happens. Will search for better alternative for shure.,functionality,quality_usability,Klarna
293,96dbb4fa-062a-4cbb-9bc1-9f89d448ede6,why can't I press 9 while creating a code all other buttons are fine there is nothing wrong with the phone screen so why and idea? tired again still can't any ideass,functionality,quality_usability,Klarna
294,bd0d1926-9be5-4146-8f6d-8e494fdf3298,Good,quality,quality_usability,Klarna
295,b1a8bde0-8c9c-4f47-922d-91f1ae6fed62,love the platform.it is a very convenient way to make quick purchases when your in a pinch.,easy,quality_usability,Klarna
296,89f43237-baa9-479c-8be7-99926482c3f3,"rubbish app, rubbish company. Don't bother with these cin artist clowns.",trust,trust_ethics,Klarna
297,a77110f7-4d2f-4f24-9a73-44cdc8804294,????? 420,trust,trust_ethics,Klarna
298,05c833d6-6965-42e8-9118-212c318d68b8,I had a purchase power up to $180 now nothing? Plus I see fake sites in price comparison for sales...it had a misspell of Overstock as Overstack When looking for things in the app it's saying get the Klarna app?????,trust,trust_ethics,Klarna
299,5680e1b5-c706-4d5d-883c-7eea986fae98,very satisfied,,,Klarna
300,8b8f60b7-39a3-4bbd-af9a-b3e2b0cdce5d,A little slow to open compared to the previous app I was using...which is now no longer available. slow speed can be inconvenient when you are left standing and waiting to complete a transaction.,usability,quality_usability,Klarna
301,52d10897-00b6-49f6-b0f4-3ad2cc7606e3,WAYFAIR NEVER SENT THIS PRODUCT! KLARNA CHARGRED ME FOR I RODUCTS NEVER RECEIVED U WANT ALL MY $$ BACK FROM BITH KLARN AS & WAYFAIR I PAIWAYFAIR ONCE & KLARNA SHUT DOWN KLARNA OVER CHARGED NO ITEMD,accountability,trust_ethics,Klarna
302,d07f8ff1-53fe-44ed-b97b-88e0e843f2a2,Thanks for quick and hassle free experience.,easy,quality_usability,Klarna
303,9ba8848b-0c2d-4e8e-8a4d-89cef23466ac,App is not compatible with samsung watch,,,Klarna
304,fb7b8550-933c-40c3-a04c-342a19c7f0c2,Best app for paying back where you need to get something immediately and don't have the cash..,accessibility,quality_usability,Klarna
305,ef5d6a8f-39f1-4341-a719-0aa9e8b99977,How do I move my Cards from Stocard to Klarna App. I downloaded the Klarna app but the cards won't move from Stocard to Klarna,accessibility,quality_usability,Klarna
306,32672e9f-d972-4095-80b5-887af46dd8a5,"Thank you for forcing me to ""upgrade"" from Stocard, a perfectly working app to this slow, buggy abomination. When you have app loading times long enough to make a break it might be useful in the kitchen, not really very helpful when you're trying to scan your cards at the till. Great work -.- EDIT: after several months I can proudly say that nothing has changed. App still takes an age to load, no clue why they'd have a section that loads in AFTER the card selection part pushing it down. Top work",functionality,quality_usability,Klarna
307,1a8888ea-e66c-4075-8e31-5cb6de501c06,app needs optimization for older devices.,accessibility,quality_usability,Klarna
308,56505b6c-4f93-444e-a0a7-9d7cfe08fe7d,Need to work on the Map for tracking products .. why is it only showing 1/4 top of my screen instead of it being full screen?,functionality,quality_usability,Klarna
309,ff0c0b07-972c-4ea5-bd34-7ad9013d58f9,"do not buy under Klarna. they dont help you with disputes and basically steal your money just as bad as the buyer youre disputing with. if i could scream at the top of a hill and tell people not to invest their time into this, i absolutely would.",trust,trust_ethics,Klarna
310,2c2e9c1d-dd74-41f6-9403-a9aa412a7abe,sehr gutes Konzept. eigentlich perfekt. sehr übersichtlich ABER an der Performance eurer App müsst ihr arbeiten. die App läuft nicht flüssig und hat lange Wartezeiten.,,,Klarna
311,83d0bdd5-caf8-4741-ae8d-8edf39336545,Requires a code that is too hard to remember. This is supposed to be a simple app with no security issues.,security,trust_ethics,Klarna
312,fb05eefc-9982-4fcf-9d76-6eca70da17fb,"I give up. what do you need the most with an app for store cards, well you need the app to open up fast in the shop when you're by the till. It never does. always something to do before it opens. And now it's wants a security pin. Its not slick it's clunky. it's not helpful.",usability,quality_usability,Klarna
313,52c4d8d2-96b7-400c-ad96-44b0d543d6cf,Stocard was great. Now they lock you out of your bar codes until you register.,accessibility,quality_usability,Klarna
314,1c6c9fe3-10f9-45f5-a089-31298047df50,worst app ever,experience,user_centricity_support,Klarna
315,dd8e6ab7-a97f-4c2b-85a1-4c660b598296,Magic ?? many thanks John f ??,service,user_centricity_support,Klarna
316,8af00e0c-9d38-4710-a52f-00ec0c8b2e15,Tried to use the account a handful of times each attempt my transaction is declined. So I give up and closed the account.... update They didn't close the account as I discovered today I was fob off by the sounds of it.,reliability,quality_usability,Klarna
317,cc4c92c0-283d-44b5-88d6-8aafd84c55e0,All cards gone if you don't want to register,security,trust_ethics,Klarna
318,fab3947f-0a0e-4695-af4c-841219fe7871,Shockingly slow to load wallet. It's a poor replacement for Storcard,functionality,quality_usability,Klarna
319,786bd8ae-301d-475c-8cd3-e1dbc60e4793,"terrible! misinformation provided via app. I was allowed to make a purchase of $90 on walmart. made my first payment 1 month early. had purchase power of $230 remaining. tried to place new order w/ purchase power, for only $58, system states my credit score prevents me from ordering. note that my credit score was the same when klarna approved my first order. information given on the app & via support is misleading and makes no sense. once I pay off what I owe, I plan to delete & never use again.",transparency,trust_ethics,Klarna
320,3add69de-f500-4831-a910-9faaac0b4bbb,Needs phone number. Avoid.,accessibility,quality_usability,Klarna
321,87d945bf-d8af-45a3-80b9-50ab2dd6a8eb,love it,enjoy,user_centricity_support,Klarna
322,16d48fe7-f0c1-4455-87a9-f55561ca37b5,"Wonderful customer service. One of the best yet I have seen on live customer chats. I feel like I'm trusted and appreciated with klarna. I do wish you guys could use this to build credit for the ones rebuilding or without any. Thank you for this amazing gift. it has saved my family so many times when we didn't have the funds. Especially since the hurricane. also, the reward system isn't really great. My only complaint.",service,user_centricity_support,Klarna
323,02eadb8b-8035-4ce5-9c22-cbe2b12309db,"I have had a very positive experience with Klarna, however, there are some annoying and frustrating problems with the design. I will click on a store when you opt to pay online and then the store's site will pop-up within the Klarna app window. It's impossible to scroll down or to the side of the pop-up to close it out or accept/decline. Also pop-ups block the ability to sign in or up.",usability,quality_usability,Klarna
324,c183b1e4-981b-4f73-8eef-a7bf9a053dee,Great!!,quality,quality_usability,Klarna
325,a1b4e5f2-683e-4a78-9d36-09be6747ff5c,great,quality,quality_usability,Klarna
326,22bc62bd-1ca9-4533-927e-cbb77f8124f4,hi I have downloaded the app as stocard is no more but I never received the code I have tried numerous times. I am still having issues. your response doesn't help me if you don't want to help I will make use of others app and you will loose me for good,support,user_centricity_support,Klarna
327,89bc4687-7a84-4d6f-83c0-aaf2945168b2,purchase this on eBay still have not gotten a refund. 4 days later transaction is still pending in my PayPal account with no retribution hands down one of the worst companies I have ever dealt with period period had no problem taking the money out of my account but I have to wait 5 to 7 days to get it back scam artist,trust,trust_ethics,Klarna
328,3094c156-650d-4f53-9d51-e82ef5b65c96,This app is garbage you can't even make a purchase on here even if you have money loaded into your account I just lost 38 dollars trying to purchase something in this sorry app I wouldn't even bother using it,usability,quality_usability,Klarna
329,ad038a3c-1e96-428b-b584-26334b3797c2,"Terrible, they destroyed the simple store card app. Never works as intended.",usability,quality_usability,Klarna
330,db58e5de-9067-4520-94a1-a5b77ec30809,This place will let scammer sell items online. Klarna will keep taking money from you until its pay off even if you never receive your item. Its been 3 months and still don't have the item and Klarna still wants my money to pay for item. Selling send me a tracking number that didn't excite and Klarna doesn't care.,accountability,trust_ethics,Klarna
331,9deb1e27-e903-4b62-a112-faca3d4e243b,My experience with this app and there so-called customer service was awful long story short I do not recommend,service,user_centricity_support,Klarna
332,348bfb1c-516c-4d17-837f-7ccdc14e01b5,it works but aren't disability friendly and when it comes to refunding items they aren't helpful either and still make you pay for the item when you send it back.,accessibility,quality_usability,Klarna
333,0b818a6f-017f-403a-a953-b88705ed721d,"I loved stocard but this app is total junk. when I'm at a checkout and open the app I expect it to work. both mine and my husband's refused to load correctly. there's no time to trouble shoot an app while standing at a checkout. something good so badly broken it was suggested I restart my phone.. no, this is not my 1st frustration with this app and not something I'm going to have time for when standing at a checkou trying to pull up my loyalty card Will be shopping for a new app",reliability,quality_usability,Klarna
334,900c4eaa-faa4-4a43-8880-51a4acc565ed,Ads? no thanks,choice,empowerment_control,Klarna
335,bbf95f3c-af57-4f7d-974f-6f1a9387e855,this app sucks! the cards I've saved doesn't even work. I tap on them and it's just blank. Why they suddenly make us switch from Stocard?? why have they complicated such a simple app. I'm better off just taking pictures of my cards and deleting this app.,usability,quality_usability,Klarna
336,3ef3af30-67f8-4242-9540-b476a02f5f04,"i loved stocard. I hate Klarna. uninstalled today and replaced by another app. when you need your card, you need it immediately. anytime I opened the app I had to fill something, make more steps to get into card list. really annoying.",usability,quality_usability,Klarna
337,4ab968ba-85ac-4953-867d-dfb090373213,"WOW, never in my life has such a poorly designed website and app gotten my blood pressure this high! I tried at least 10 times last night to complete a purchase on eBay using Klarna!!! Every time I got to submit payment plan, it froze, kept glitching and flashing and wouldn't go through. Invest in a web designer who knows what the hell they're doing. I'm definitely deleting your app and NEVER attempting to use your company for any purchases again. ABSOLUTELY RIDICULOUS!!",usability,quality_usability,Klarna
338,8643813f-8169-46a3-a714-190149a0213f,this app Is Terrible it won't let me get in my Cards,accessibility,quality_usability,Klarna
339,cfec5bec-17fc-4f66-8abf-69576663dcae,still keeping it at one star. the app will just not load at all just got a new phone yesterday and I'm still having issues getting it to load and open.,usability,quality_usability,Klarna
340,c91c727e-eec5-4dc5-aa9d-9206180ea08f,the best ??,quality,quality_usability,Klarna
341,4fc30213-fe3c-4d28-9ea6-758b216a1bcb,All the fees make this payment plan a waste of money.,affordable,quality_usability,Klarna
342,612f89d9-1353-40f1-a91f-7b7572733f8d,Søppel. Ren søppel.,quality,quality_usability,Klarna
343,d55d931a-c81c-4d35-bded-09695537b2b4,highly recommended ??,quality,quality_usability,Klarna
344,afe1ed2d-a77e-4409-abed-a23e89fff5ca,one of the worst apps on my phone,experience,user_centricity_support,Klarna
345,bf621813-2eec-42d7-afa5-d8059d1d34f2,"suddenly I have to create an account to sign in, otherwise I can't get at MY information. I can't decide if this is theft or blackmail but it is clearly dishonest",accessibility,quality_usability,Klarna
346,09a2a7ce-1c93-4ff8-abdd-c25f670f46d3,"I used to be a huge fan of PriceRunner. It was a reliable tool that helped me compare prices fairly. Since Klarna overtook, everything has gone downhill. It now feels more like a trap than a tool, pushing buy now, pay later constantly. Its clearly designed to lure users into unnecessary spending with sky-high interest rates and outrageous late fees. This isnt financial innovation, its manipulation. Bring back the old PriceRunner, at least give us a version that isnt centered around debt???",trust,trust_ethics,Klarna
347,8f57d017-179e-49ff-9439-634947c95a0b,"If I can't login to the free app, where else can I pay? it's frustrating when you can't use the app. Please fix this. I've Uninstalled and reinstalled and nothing seems to work.*** other countries work is just the United States",accessibility,quality_usability,Klarna
348,01b89e2f-5f06-462c-8a70-d336325a13a0,"Sorry, we couldn't verify your details To complete your purchase, we need to verify that your details are correct. Check that they're accurate and match your ID. Please try again after correcting your details.",,,Klarna
349,39a4ff22-a676-4293-97ba-2d59c91e7cb0,90% of the time the app does not even open... tried reinstalling tried clearing caches tried backing out updates ... never would I have though I'd say I miss stocard so much ?? will be looking for a new home for my information,reliability,quality_usability,Klarna
350,0e09e375-546c-4d11-9391-2438c5ebd655,I would give 0 stars if I could. Klarna has been duplicating my payments without my knowledge. Contacting customer service is a waste of time.,accountability,trust_ethics,Klarna
351,6c77ba86-e3c5-445b-8688-ef1bfe7a8876,Once again I paid much for Temu.! My Klarna payments is not responding!,affordable,quality_usability,Klarna
352,eda592af-2f8d-488b-9015-e519aed2973e,"horrible app, hate everything about this pushy app",experience,user_centricity_support,Klarna
353,fcdf8cf3-189f-4304-b3de-dacfb9821a59,helpful when needed,support,user_centricity_support,Klarna
354,5687ba1f-348d-4ea7-b68e-5e6f4096fc73,No disponible para residentes de República Dominicana ????.,accessibility,quality_usability,Klarna
355,87f68fed-41d6-4ed0-9e5d-21e5afec1b2b,Good,quality,quality_usability,Klarna
356,94cbcca8-b19a-4ba3-b112-c777fc4b0d08,went to make purchase but app keeps closing and its stopped offering pay in 30 days like most my ordersalways paid before due date the app is glitching and wont let you buy,functionality,quality_usability,Klarna
357,d7a48ece-7929-4eb1-9bd5-05b02cf59c14,Login multiple times and didnt work. Annoying!,usability,quality_usability,Klarna
358,8a81959f-57cf-4bc3-8f90-a16d45cf76c1,AVETE MILIARDI E L'app NON FUNZIONA!,functionality,quality_usability,Klarna
359,74565ed7-1f77-4fce-bd87-ffbce459de4d,"App won't let me log in ever since latest update. It's stuck constantly loading instead. Otherwise, I have had no huge issues with the app until now. Yes, I have already done the usual things you're supposed to do to try and fix this issue. Unfortunately, the customer service online was not very helpful about this situation either. I'll adjust my star rating once this is finally resolved. Also worth mentioning: I have no idea what Stocard is/was.",accessibility,quality_usability,Klarna
360,d7756b62-833a-4af1-a86a-589866c5a324,love,enjoy,user_centricity_support,Klarna
361,ddbd67f4-16e0-46f5-973e-d921d1967b94,"App will not load since last update just remains on loading screen, can't get into my account. Annoying!",usability,quality_usability,Klarna
362,d7890b5e-7370-4612-93b7-7739c27487d1,"1. Trage app, 2. Kaart logo in het kaart overzicht kan niet veranderd worden, 3. Klantenservice is slecht en ongeïnteresseerd, 4. Je krijgt ongevraagd reclame van partners toegestuurd, 5. Omdat klarna gebruikt kan worden voor betalingen, moet je veel persoonlijke gegevens aanleveren, 6. Stocard is overgenomen door klarna, maar was 10x beter. 25-6-2025: Problemen met de app zijn nog niet opgelost. Veel ongewenste reclame.",service,user_centricity_support,Klarna
363,b2c8c6a0-eaee-4625-9b9f-5ba2463d2268,"Life saver of an app, Strict parents set daily budgets, but with the pay over time feature, it solved my problems just like that. A big life saver of an app.",flexibility,quality_usability,Klarna
364,d23ec6b3-75ea-485c-9133-95d792df06d9,99% of this app is trying to push affiliate trash,trust,trust_ethics,Klarna
365,8746220c-9207-4c26-9852-890809bb214a,Pretty ordinary when you can't open the app to use the stored cards. Defeats the purpose of having it. Not opening once you can understand but since the upgrade/changeover it is almost as though it knows what stores to drop out in. 24/6/25. Once again this app wouldn't perform while trying to use my loyalty card when shopping.,functionality,quality_usability,Klarna
366,7f54cecf-a57c-4909-906f-2f41d7992f92,"useless, won't let me have a card because I've never used klarna before",accessibility,quality_usability,Klarna
367,421e1d00-4bd4-4fa4-af4d-c697295c8f4e,"the app is an absolute joke, when I need to use a card from the app it requires me to do an action.",usability,quality_usability,Klarna
368,c628c3b7-0500-4fd0-a987-186627e7c347,"Everytime I wanna use it, I must verify",security,trust_ethics,Klarna
369,d59dda9c-aba4-4476-bcfd-cd9569210141,"love the service, but the pop up error message on visualisations or other global errors needs a redesign as the close x does not close and eats up half a screen making the app unusable",usability,quality_usability,Klarna
370,15badda6-8f21-4d12-a5be-85b159352c10,Didn't copy loyalty cards from stocard and turned it off. BYE!!!,functionality,quality_usability,Klarna
371,3c047417-70d0-4ed3-8ffa-5cc964d145bd,This helps me out A lot . Thanks Klarna ??.,support,user_centricity_support,Klarna
372,1f3080b6-1f65-4f9a-83d2-2087214b6bb5,"I found the application to be a little sluggish initially, and I encountered some difficulties when I first started using it, but I am now finding it quite enjoyable. While it serves its purpose, some additional refinement would be beneficial.",usability,quality_usability,Klarna
373,b560010e-eeee-4d95-892a-af06f143ac81,Good and handy for the must gave ite Ms before payday,affordable,quality_usability,Klarna
374,09ab2e12-fe98-4489-a6b4-3528454303a0,?? recommend ??,,,Klarna
375,332d307d-82a6-46fd-99a3-a3e083b9eb88,This app is horrible and confusing. It's not like Affirm which is easy and seamless and I've never had an issue with refunds. And the dumb way you have a temporary credit card created for you in glitchy. Walmart canceled the order the moment I placed it and the Cards Creator put a 10 day hold. That was 15 days ago and Klarna still hasn't given me a refund and shows payments still lined up to be taken from me for this even though the order was canceled. Also always requires a down-payment!! Don't,reliability,quality_usability,Klarna
376,25681ba2-2937-41d4-b50a-350a910c894b,simply doesnt work the way it should,functionality,quality_usability,Klarna
