Column1;reviewId;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;appVersion;app;content_tockens;content_cleaned;openai_topic;topic_category
3599;21f1fe9a-1ee9-435c-9b37-2b204ac4e11d;Very simple to use and check for status. It can even be used to explain to my wife what is going on.;5;0;224520;08/01/2025 11:42;;;224520;TradeRepublic;['simple', 'use', 'check', 'status', 'even', 'used', 'explain', 'wife', 'going'];very simple to use and check for status it can even be used to explain to my wife what is going on;simplicity;simplicity
4121;02af39c2-b860-4061-a04f-5def124b3dfd;Do NOT use Bunq, for no solid reason they have frozen my account and after 30 days of waiting they said they have decided to keep all my money to cover for fees. There were no fees but even if there was, it would only be under 1% of my balance not all of it. This is unheard of for a bank If this happens to you make sure to report them to Kifid and FOS (Financial Ombudsman Service) and if you can take legal action.;1;6;2811;20/05/2025 06:55;Hey Navid ?? We monitor accounts for safety and act on unusual activity. For info on our review process and possible account block reasons, visit https://together.bunq.com/d/26054 If these don't apply, contact support@bunq.com for help. We're here to assist ??;20/05/2025 13:54;2811;Bunq;['use', 'bunq', 'solid', 'reason', 'frozen', 'account', '30', 'days', 'waiting', 'said', 'decided', 'keep', 'money', 'cover', 'fees', 'fees', 'even', 'would', '1', 'balance', 'unheard', 'bank', 'happens', 'make', 'sure', 'report', 'kifid', 'fos', 'financial', 'ombudsman', 'service', 'take', 'legal', 'action'];do not use bunq for no solid reason they have frozen my account and after 30 days of waiting they said they have decided to keep all my money to cover for fees there were no fees but even if there was it would only be under 1 of my balance not all of it this is unheard of for a bank if this happens to you make sure to report them to kifid and fos financial ombudsman service and if you can take legal action;trust;ethos
29;3b5512dd-a593-47b5-a44e-65a9e24814bd;very nice;5;0;2446353;25/07/2025 10:03;;;2446353;Klarna;['nice'];very nice;satisfaction;user_centricity
65;3f8cbced-82a5-47d1-b500-5f39457b1f02;Horrible App ! I used stocard for long time without any issue and now suddenly all switched to Klarna. Now I can't even log in using my stocard email and password. too bad ! moreover it asked my phone number and never send me OTP. Looks like not able to send otp to Thailand mobile numbers? So what is the point of asking phone number though already given email and sent code via email already??? The worst part is I lost all my valuable data in stocard and now I am not able to log in Klarna.;1;0;2529239;23/07/2025 08:52;"Hello.
Stocards integration into the Klarna app have been part of Klarna's efforts to streamline services and provide a unified experience.
For managing loyalty cards within the Klarna app, you can add physical loyalty cards directly by scanning the barcode.
To unlock your account tap this link
https://www.klarna.com/uk/security/unlock-account/
KG
";23/07/2025 10:31;2529239;Klarna;['horrible', 'app', 'used', 'stocard', 'long', 'time', 'without', 'issue', 'suddenly', 'switched', 'klarna', 'cant', 'even', 'log', 'using', 'stocard', 'email', 'password', 'bad', 'moreover', 'asked', 'phone', 'number', 'never', 'send', 'otp', 'looks', 'like', 'able', 'send', 'otp', 'thailand', 'mobile', 'numbers', 'point', 'asking', 'phone', 'number', 'though', 'already', 'given', 'email', 'sent', 'code', 'via', 'email', 'already', 'worst', 'part', 'lost', 'valuable', 'data', 'stocard', 'able', 'log', 'klarna'];horrible app  i used stocard for long time without any issue and now suddenly all switched to klarna now i cant even log in using my stocard email and password too bad  moreover it asked my phone number and never send me otp looks like not able to send otp to thailand mobile numbers so what is the point of asking phone number though already given email and sent code via email already the worst part is i lost all my valuable data in stocard and now i am not able to log in klarna;accessibility;quality
838;afd8bbd4-b715-4645-90c8-c83142a6494d;not able to acces any of my card or account!!! Lost everything... laggy, slow. could not open had to reinstall. slow login, slow everything. Avoid using;1;1;2523145;13/06/2025 14:26;Hi, we understand your concern regarding the app and we can provide information to remedy this issue. Please try deleting and reinstalling the app along with making sure that your device has the latest system update installed. We hope that this information helps.;13/06/2025 14:19;2523145;Klarna;['able', 'acces', 'card', 'account', 'lost', 'everything', 'laggy', 'slow', 'could', 'open', 'reinstall', 'slow', 'login', 'slow', 'everything', 'avoid', 'using'];not able to acces any of my card or account lost everything laggy slow could not open had to reinstall slow login slow everything avoid using;reliability;quality
3906;2318d665-460e-4cb0-9c5d-129cb095266f;Best broker App atm with the Saveback and interest rate. You can't go worng with this one.;5;2;224270;19/07/2024 19:12;;;224270;TradeRepublic;['best', 'broker', 'app', 'atm', 'saveback', 'interest', 'rate', 'cant', 'go', 'worng', 'one'];best broker app atm with the saveback and interest rate you cant go worng with this one;affordable;quality
3773;93006a6c-2f4d-4670-9ab0-42fc3337c6df;Worst customer service ever;1;3;224390;04/10/2024 15:34;;;224390;TradeRepublic;['worst', 'customer', 'service', 'ever'];worst customer service ever;customer service;user_centricity
4635;c8faacde-5e6a-4ced-a449-b2435d80fa79;Very bad up You guys block me I did not receive my money again Before you block someone Return my money fast and then continue blocking Very bad app and I will never forgive you guys;1;0;;23/04/2024 12:12;Hey ?? To keep the banking system safe, sometimes we need to ask for information on how you generate your funds. It's a standard procedure common for banks, you can learn more about it here: https://together.bunq.com/d/47673 ?? We always aim to complete our review as fast as possible. If you have any doubts, please contact us at support@bunq.com ??;23/04/2024 13:08;;Bunq;['bad', 'guys', 'block', 'receive', 'money', 'block', 'someone', 'return', 'money', 'fast', 'continue', 'blocking', 'bad', 'app', 'never', 'forgive', 'guys'];very bad up you guys block me i did not receive my money again before you block someone return my money fast and then continue blocking very bad app and i will never forgive you guys;accountability;ethos
3161;1b5375c1-c2b9-43d7-8852-c50de08e4a71;"Multiple bugs encountered using the app. I wired 10K and I have no way to contact support. I navigated the Help section as soon as I click ""Get help"" I end up having a black screen. Plus they make it very difficult for you to reach out to the support team.. really poor user experience so far";1;6;225223;01/06/2025 20:51;;;225223;TradeRepublic;['multiple', 'bugs', 'encountered', 'using', 'app', 'wired', '10k', 'way', 'contact', 'support', 'navigated', 'help', 'section', 'soon', 'click', 'get', 'help', 'end', 'black', 'screen', 'plus', 'make', 'difficult', 'reach', 'support', 'team', 'really', 'poor', 'user', 'experience', 'far'];multiple bugs encountered using the app i wired 10k and i have no way to contact support i navigated the help section as soon as i click get help i end up having a black screen plus they make it very difficult for you to reach out to the support team really poor user experience so far;user experience;user_centricity
2659;8141ac4a-fa99-42e0-b469-ddad29e2bf56;best app;5;0;1087;20/07/2025 05:37;;;1087;Revolut;['best', 'app'];best app;satisfaction;user_centricity
4615;7ae5481e-982b-4a69-b37b-e959be7c7cb8;Hello I want to change my phone number can someone assist me by email because on the app it's impossible;5;1;24161;12/05/2024 00:16;Hey! thanks for your review! We'd love to assist you further in resolving this ?? You can find more information about changing your phone number, here: together.bunq.com/d/2546 ? If you need further assistance, we ask that you please contact us at support@bunq.com, one of our guides will be happy to help you out ??;19/05/2024 16:29;24161;Bunq;['hello', 'want', 'change', 'phone', 'number', 'someone', 'assist', 'email', 'app', 'impossible'];hello i want to change my phone number can someone assist me by email because on the app its impossible;customer service;user_centricity
4628;dcc52aa9-82da-474c-a3a4-aaf1c4771405;It is easy to use, but i didn't find it professional;2;0;24161;29/04/2024 15:17;Hey there Rim ?? Thanks for your review. Providing you with the best service has always been our priority, and we're gutted to hear that your experience was not up to standards. If there’s a particular incident you want us to look into, please e-mail us at support@bunq.com ?? You can also share any suggestions at: together.bunq.com/t/ideas ??;04/05/2024 15:13;24161;Bunq;['easy', 'use', 'didnt', 'find', 'professional'];it is easy to use but i didnt find it professional;ease;simplicity
2451;d95845e6-9726-4bde-b0f4-d02a7dfd03e2;its been years since I downloaded Revolut. seems like it was 2019th... I started using app for AliExpress payment, shain and Temu, because its easier to track my spending. in general I'm very pleased with this service. As well it's easy to split bills, send birthday's gifts and transfer small amount of money to friends, because we don't have to wait 1 -2 banking days to arrive payments;5;0;10882;22/07/2025 09:34;;;10882;Revolut;['years', 'since', 'downloaded', 'revolut', 'seems', 'like', '2019th', 'started', 'using', 'app', 'aliexpress', 'payment', 'shain', 'temu', 'easier', 'track', 'spending', 'general', 'im', 'pleased', 'service', 'well', 'easy', 'split', 'bills', 'send', 'birthdays', 'gifts', 'transfer', 'small', 'amount', 'money', 'friends', 'dont', 'wait', '1', '2', 'banking', 'days', 'arrive', 'payments'];its been years since i downloaded revolut seems like it was 2019th i started using app for aliexpress payment shain and temu because its easier to track my spending in general im very pleased with this service as well its easy to split bills send birthdays gifts and transfer small amount of money to friends because we dont have to wait 1 2 banking days to arrive payments;convenience;quality
2846;9d0700ae-7eba-4a4f-a834-86029c0bc209;Excellent, thanks;4;0;1087;18/07/2025 08:17;;;1087;Revolut;['excellent', 'thanks'];excellent thanks;satisfaction;user_centricity
1144;ee4a9255-1d6c-4631-82e2-ba07dbc54cb4;warning warning this company will freeze your account and take your money for no reason do not use this company please take my advice avoid at all cost;1;1;;02/06/2025 09:34;"Hello Donna. Thank you for your review. We know it's hard to have your account blocked and please know these decisions are only made after careful consideration. If you need assistance, please send us a DM on X or Instagram via @N26 or on our N26(DE, AT, CH), N26IT, N26FR, N26 ES Facebook Pages. Best Regards, Leon - Your N26 Support Team

";04/06/2025 19:09;;N26;['warning', 'warning', 'company', 'freeze', 'account', 'take', 'money', 'reason', 'use', 'company', 'please', 'take', 'advice', 'avoid', 'cost'];warning warning this company will freeze your account and take your money for no reason do not use this company please take my advice avoid at all cost;trust;ethos
3078;abdb2272-6fe8-473d-8e24-9008eb8d6919;"The worst customer support I have ever experienced... Update ticket closure: ""Please forward my frustration to your management: It seems that chat bots are missing critical user glitches/issues, and auto-close tickets. Human monitoring and interaction is absolutely essential from a customer perspective. It is extremely frustrating and scary for users. I had to open around 30 chats before the issue was actually acknowledged and taken care of. What a relief. Thank you for that dear supporter ??""";2;9;425260;01/07/2025 10:04;;;425260;TradeRepublic;['worst', 'customer', 'support', 'ever', 'experienced', 'update', 'ticket', 'closure', 'please', 'forward', 'frustration', 'management', 'seems', 'chat', 'bots', 'missing', 'critical', 'user', 'glitchesissues', 'autoclose', 'tickets', 'human', 'monitoring', 'interaction', 'absolutely', 'essential', 'customer', 'perspective', 'extremely', 'frustrating', 'scary', 'users', 'open', 'around', '30', 'chats', 'issue', 'actually', 'acknowledged', 'taken', 'care', 'relief', 'thank', 'dear', 'supporter'];the worst customer support i have ever experienced update ticket closure please forward my frustration to your management it seems that chat bots are missing critical user glitchesissues and autoclose tickets human monitoring and interaction is absolutely essential from a customer perspective it is extremely frustrating and scary for users i had to open around 30 chats before the issue was actually acknowledged and taken care of what a relief thank you for that dear supporter;customer service;user_centricity
1103;8f695836-5b46-4fe7-bdb7-32b758a45e96;"I can't verify my identity while creating the account. The app says ""App update required"" but it's up-to-date. I have even uninstalled it and installed it again - same problem. Germany, trying to create a personal account.";1;2;427;17/06/2025 22:03;Hey there, we're sorry for the inconvenience. This issue was resolved and you should be able to continue with your identity verification. Best, Bella, N26 Team.;18/06/2025 16:05;427;N26;['cant', 'verify', 'identity', 'creating', 'account', 'app', 'says', 'app', 'update', 'required', 'uptodate', 'even', 'uninstalled', 'installed', 'problem', 'germany', 'trying', 'create', 'personal', 'account'];i cant verify my identity while creating the account the app says app update required but its uptodate i have even uninstalled it and installed it again  same problem germany trying to create a personal account;accessibility;quality
168;56505b6c-4f93-444e-a0a7-9d7cfe08fe7d;Need to work on the Map for tracking products .. why is it only showing 1/4 top of my screen instead of it being full screen?;5;0;2527286;17/07/2025 05:37;Thank you for your feedback regarding the app. We are continuously working on improving the app experience. Your feedback is valuable, and we will consider it for future updates to enhance card organization features.;17/07/2025 05:41;2527286;Klarna;['need', 'work', 'map', 'tracking', 'products', 'showing', '14', 'top', 'screen', 'instead', 'full', 'screen'];need to work on the map for tracking products  why is it only showing 14 top of my screen instead of it being full screen;usability;
1670;d1babb67-1b8a-469d-ac6a-8c44cbfbf0de;Unable to login on new device. SMS code never arrives...;2;0;411;26/10/2024 18:20;"Hey George, please contact our support via live chat so we can help you with this: https://support.n26.com/en-eu/app-and-features/contact-n26/how-to-contact-n26 - scroll down the page and choose the option ""Open visitor live chat"". Best, Bella, N26 Team.";28/10/2024 10:58;411;N26;['unable', 'login', 'new', 'device', 'sms', 'code', 'never', 'arrives'];unable to login on new device sms code never arrives;accessibility;quality
2570;597ae6d9-103b-4f87-8063-a66e8b542dba;perfect;5;0;10882;21/07/2025 06:32;;;10882;Revolut;['perfect'];perfect;satisfaction;user_centricity
2377;862e638e-82c8-435c-a2ab-0f812af59ab7;Excellent so far!!;5;0;10882;23/07/2025 00:31;;;10882;Revolut;['excellent', 'far'];excellent so far;satisfaction;user_centricity
4395;184e5ebd-abf6-4676-b1a9-be9c03936da2;I'm trying to figure out how it's working;5;0;2611;12/10/2024 07:18;Hey Nabahani! Our support team would be happy to look into the situation and help you further with it. Please contact us via the in-app support center or send us an email at support@bunq.com from the email address that is linked to your bunq account ?? We'll take a look right away ??;01/03/2025 08:32;2611;Bunq;['im', 'trying', 'figure', 'working'];im trying to figure out how its working;clarity;simplicity
4257;0703f9d9-bacd-4261-94df-0742728a6efe;"Sends advertising notifications for ""tiqets"". No way to disable in app.";1;0;2713;12/01/2025 14:13;Hey Jason! With the different notifications, you can get real time updates, and you'll always stay on top of it all! You can adjust your notification settings here: together.bunq.com/d/2901 ??;06/02/2025 08:03;2713;Bunq;['sends', 'advertising', 'notifications', 'tiqets', 'way', 'disable', 'app'];sends advertising notifications for tiqets no way to disable in app;control;empowerment
3862;a69779d8-876e-4444-a84d-527591d68020;You get what you pay for. Not trustworthy.;1;2;224310;03/08/2024 19:19;;;224310;TradeRepublic;['get', 'pay', 'trustworthy'];you get what you pay for not trustworthy;trust;ethos
23;b47db5de-b6d7-449d-8ce1-c8ac53c6b59f;Constantly pushed into using an AI chatbot that repeatedly presses you to take out a Credit Card. Not useful.;1;1;2529239;25/07/2025 14:49;Thank you for your feedback. We understand the Klarna app may not have met your expectations, and we sincerely apologize for any inconvenience this has caused.;25/07/2025 15:00;2529239;Klarna;['constantly', 'pushed', 'using', 'ai', 'chatbot', 'repeatedly', 'presses', 'take', 'credit', 'card', 'useful'];constantly pushed into using an ai chatbot that repeatedly presses you to take out a credit card not useful;ai;innovation
2633;a581c31a-6069-42a3-af68-715c18169ce4;very good;5;0;;20/07/2025 12:23;;;;Revolut;['good'];very good;satisfaction;user_centricity
3340;ce9613f7-5cc4-4d20-9f40-209edcabaa40;I generally really like the app, but whenever there is turmoil in the markets and lots of people are buying / selling, it basically shuts off and doesn't let me access my investments. This is fine when one doesn't want to react, but when I want to buy or sell it becomes really frustrating.;2;1;225140;09/04/2025 19:58;;;225140;TradeRepublic;['generally', 'really', 'like', 'app', 'whenever', 'turmoil', 'markets', 'lots', 'people', 'buying', 'selling', 'basically', 'shuts', 'doesnt', 'let', 'access', 'investments', 'fine', 'one', 'doesnt', 'want', 'react', 'want', 'buy', 'sell', 'becomes', 'really', 'frustrating'];i generally really like the app but whenever there is turmoil in the markets and lots of people are buying  selling it basically shuts off and doesnt let me access my investments this is fine when one doesnt want to react but when i want to buy or sell it becomes really frustrating;reliability;quality
2215;130308b1-8bce-48ae-8712-ca6681a21344;Very nice App ??;5;0;10882;24/07/2025 19:30;;;10882;Revolut;['nice', 'app'];very nice app;satisfaction;user_centricity
3682;55b0f62d-8364-4e7f-b38e-91b9899260d6;horrible /non-existent service, but their conditions are basically unbeatable;3;0;224481;03/12/2024 12:22;;;224481;TradeRepublic;['horrible', 'nonexistent', 'service', 'conditions', 'basically', 'unbeatable'];horrible nonexistent service but their conditions are basically unbeatable;affordable;quality
4724;4d6bd1ab-648a-402b-afb4-bac82babe084;Really poor app. And a really poor company. Edit. Spoke to the support team. Which you can only do once a month. Waiting 2 weeks now. Very very slow. Edit. I got my answer. It was wait. I mean a normal bank would be done far quicker than this. And I'm not the only customer with these issues. 2.8 star reviews is very telling.;1;2;2443;02/02/2024 10:48;Hey Pat! While you can contact SOS support only once per month, you can reach out via: https://www.bunq.com/link/support or support@bunq.com as many times as you want ?? While our support team has been a bit busier recently, we'll make sure to provide an answer to your query as quickly as possible!;16/11/2024 14:11;2443;Bunq;['really', 'poor', 'app', 'really', 'poor', 'company', 'edit', 'spoke', 'support', 'team', 'month', 'waiting', '2', 'weeks', 'slow', 'edit', 'got', 'answer', 'wait', 'mean', 'normal', 'bank', 'would', 'done', 'far', 'quicker', 'im', 'customer', 'issues', '28', 'star', 'reviews', 'telling'];really poor app and a really poor company edit spoke to the support team which you can only do once a month waiting 2 weeks now very very slow edit i got my answer it was wait i mean a normal bank would be done far quicker than this and im not the only customer with these issues 28 star reviews is very telling;support;user_centricity
1907;b942257e-fe46-4a73-83b6-aeb6ddd69a41;Worst customer service...;1;0;43;17/07/2024 14:30;Hey Mahmoud, we are sorry to hear that you had a bad experience! If there's anything specific we can look into, please contact us in our social channels and we'll be glad to help. We're available on Twitter (X) and on Instagram via @N26 or on the N26 (DE, AT, CH), N26IT, N26FR or N26 ES Facebook Pages. Best, Bella, N26 Team.;18/07/2024 12:36;43;N26;['worst', 'customer', 'service'];worst customer service;customer service;user_centricity
84;f0221ce5-d798-44e7-86c1-734c83a3a4ad;Nice program ????????;5;0;;21/07/2025 16:25;Thank you for your kind review!;21/07/2025 16:39;;Klarna;['nice', 'program'];nice program;satisfaction;user_centricity
227;87141b50-a625-44a3-8a3a-16733c2c756e;this app is trash!!;1;0;2527286;14/07/2025 06:26;"Thanks for the review. We're sorry to hear that your experience with Klarna hasn't measured up to the standard you have come to expect. We are actively working towards improving the service to better meet the needs of our customers. However if you want to make sure your voice is heard we welcome you to reach out via our in-App.
";14/07/2025 06:41;2527286;Klarna;['app', 'trash'];this app is trash;satisfaction;user_centricity
296;b7676bfa-9d84-4b04-ae89-6645b7d91618;Better Hope You Never Have A Dispute!! I'm changing my rating from 5 stars (in 2021) to 1. This service can be very useful if you need to break up a large payment. But you better hope you never have a dispute with a merchant b/c Klarna is no help! It took over a month for Klarna to respond to my problem - by the time they did, all 4 of my payments had already gone through. Then they gave responses that show they didn't even look at the problem or read my responses for info requested. Useless!;1;1;2515268;09/07/2025 16:05;"
Hi, we want to first and foremost apologize for this as this definitely sounds like a frustrating experience. We do want to make sure this issue is resolved smoothly and by doing so, you can report this incident to our team so that this can be forwarded to a senior specialist who can further investigate this for you. Please visit us at
";09/07/2025 16:21;2515268;Klarna;['better', 'hope', 'never', 'dispute', 'im', 'changing', 'rating', '5', 'stars', '2021', '1', 'service', 'useful', 'need', 'break', 'large', 'payment', 'better', 'hope', 'never', 'dispute', 'merchant', 'bc', 'klarna', 'help', 'took', 'month', 'klarna', 'respond', 'problem', 'time', '4', 'payments', 'already', 'gone', 'gave', 'responses', 'show', 'didnt', 'even', 'look', 'problem', 'read', 'responses', 'info', 'requested', 'useless'];better hope you never have a dispute im changing my rating from 5 stars in 2021 to 1 this service can be very useful if you need to break up a large payment but you better hope you never have a dispute with a merchant bc klarna is no help it took over a month for klarna to respond to my problem  by the time they did all 4 of my payments had already gone through then they gave responses that show they didnt even look at the problem or read my responses for info requested useless;customer service;user_centricity
1001;bb02d25c-bd21-43a8-9adc-b5a28933a984;Amazing Features • Easy to use• User friendly interface • 9.5/10 ... Using for 5 years... Still the Best;5;1;430;26/07/2025 06:13;;;430;N26;['amazing', 'features', 'easy', 'use', 'user', 'friendly', 'interface', '9510', 'using', '5', 'years', 'still', 'best'];amazing features  easy to use user friendly interface  9510  using for 5 years still the best;user-friendly;simplicity
2138;23c50138-ecda-4370-84c1-f6d46a81fce2;smooth nice;5;0;10831;25/07/2025 17:26;;;10831;Revolut;['smooth', 'nice'];smooth nice;smooth;simplicity
711;8431aab4-ca64-44fc-94ce-248d30ea10b1;After using this app for a few months today I am standing in front of a checkout and trying to bring up my IGA barcode and I am locked out because it insists I create a PIN. So I am looking like a complete fooI fumbling with my phone while people are waiting, I give up and close the app and do without the store credit. Maybe better just to take a photo of my codes and show that without this program nagging me all the time.;1;0;2523145;21/06/2025 11:01;Thank you for your feedback, we are very sorry for the inconvenience. We are constantly working on improving our services to meet the expectation of all our users.;21/06/2025 12:29;2523145;Klarna;['using', 'app', 'months', 'today', 'standing', 'front', 'checkout', 'trying', 'bring', 'iga', 'barcode', 'locked', 'insists', 'create', 'pin', 'looking', 'like', 'complete', 'fooi', 'fumbling', 'phone', 'people', 'waiting', 'give', 'close', 'app', 'without', 'store', 'credit', 'maybe', 'better', 'take', 'photo', 'codes', 'show', 'without', 'program', 'nagging', 'time'];after using this app for a few months today i am standing in front of a checkout and trying to bring up my iga barcode and i am locked out because it insists i create a pin so i am looking like a complete fooi fumbling with my phone while people are waiting i give up and close the app and do without the store credit maybe better just to take a photo of my codes and show that without this program nagging me all the time;convenience;quality
2801;8218e852-adff-4d68-9ba3-159fc4fc862b;the app keeps crashing when I try to log in I have been told to go into the apps storage and clear it's cache this means that I have to go through the signing on sequence again.;2;0;1087;18/07/2025 15:19;Hi Andrew, we're sorry to hear about the difficulty you're experiencing with the app. We would like to take a closer look at this. Please DM us on our official social media channels (Facebook/ X /Instagram) or email us at help@revolut.com. We’ll do our best to help you. Thanks in advance.;18/07/2025 15:49;1087;Revolut;['app', 'keeps', 'crashing', 'try', 'log', 'told', 'go', 'apps', 'storage', 'clear', 'cache', 'means', 'go', 'signing', 'sequence'];the app keeps crashing when i try to log in i have been told to go into the apps storage and clear its cache this means that i have to go through the signing on sequence again;reliability;quality
2527;c4f857cb-8eb9-4e42-a574-7d3ccbe083da;better for daily use;5;0;;21/07/2025 14:55;;;;Revolut;['better', 'daily', 'use'];better for daily use;convenience;quality
3752;45948d17-7de3-479d-98b0-58495def39ca;No support at all if you have questions.;1;1;224410;18/10/2024 20:31;;;224410;TradeRepublic;['support', 'questions'];no support at all if you have questions;support;user_centricity
3321;e7966d48-c538-4f3e-82ac-b67e1fbab96a;Terrible servers. my portfolio takes a lot of time load. It has happened many times. I had to come here and write the review because today it's the worst it has been 30 minutes and it still didn't load. P.S. Scalable Capital works perfectly fine at the same time.;1;2;225140;09/04/2025 20:37;;;225140;TradeRepublic;['terrible', 'servers', 'portfolio', 'takes', 'lot', 'time', 'load', 'happened', 'many', 'times', 'come', 'write', 'review', 'today', 'worst', '30', 'minutes', 'still', 'didnt', 'load', 'ps', 'scalable', 'capital', 'works', 'perfectly', 'fine', 'time'];terrible servers my portfolio takes a lot of time load it has happened many times i had to come here and write the review because today its the worst it has been 30 minutes and it still didnt load ps scalable capital works perfectly fine at the same time;efficiency;quality
3181;c9108c72-7500-4ec9-8c57-91bef6d9ae86;Where did you hide the ETF breakdown?;1;3;225220;29/05/2025 08:53;;;225220;TradeRepublic;['hide', 'etf', 'breakdown'];where did you hide the etf breakdown;clarity;simplicity
4183;e5f5d8d1-90b4-4449-9039-16fa6a6590db;I left detailed information for the developers about a bug and after months I suddenly got an AI generated response about recovering my account which has nothing to do with my issue. Bad customer service same as in the app I used the emergency help function which costs money and still had to wait 24 hours. this bank used to be free now it's paid which is also a negative and a reason for a one star;1;1;;09/04/2025 21:20;Hey! Thanks for your feedback! We value the freedom to choose a plan based on your needs. We offer 4 unique plans bunq Free, bunq Core, bunq Pro, and bunq Elite https://www.bunq.com/plans ?? We also welcome your suggestions regarding pricing on Together: together.bunq.com/t/ideas ??;11/04/2025 18:34;;Bunq;['left', 'detailed', 'information', 'developers', 'bug', 'months', 'suddenly', 'got', 'ai', 'generated', 'response', 'recovering', 'account', 'nothing', 'issue', 'bad', 'customer', 'service', 'app', 'used', 'emergency', 'help', 'function', 'costs', 'money', 'still', 'wait', '24', 'hours', 'bank', 'used', 'free', 'paid', 'also', 'negative', 'reason', 'one', 'star'];i left detailed information for the developers about a bug and after months i suddenly got an ai generated response about recovering my account which has nothing to do with my issue bad customer service same as in the app i used the emergency help function which costs money and still had to wait 24 hours this bank used to be free now its paid which is also a negative and a reason for a one star;customer service;user_centricity
1615;f7fd2476-418a-4480-b73b-ee358e616e5f;Terrible horrible service! Support chat is not reachable! Pre-purchased card, 160 eur, didn't arrive. Just money had been taken. Nobody got in touch. I HAVE TOP UP IT! I PAID 160 EUROS! I DIDN'T GER MY PRPAID!!!! CARD IN 2 MONTH AND RILL NOW!!!! I WILL SEND YOU VIDEO OF MY APP! I have photos of my account, I did payment 31st of August 2024. Then I got a date for receiving my card 20th of September 2024. STILL NOTHING. I can provide all pictures;1;3;412;18/11/2024 21:33;Hey Olga, your membership fee will be charged 15 days after you open the account and your card will be shipped to you as soon as you top it up. If you are having issues to receive it, you can contact our support via chat or on Twitter (X) or Instagram via @N26 and on the N26 (DE, AT, CH), N26IT, N26FR or N26ES Facebook Pages. Best, Bella, N26 Team;18/11/2024 10:54;412;N26;['terrible', 'horrible', 'service', 'support', 'chat', 'reachable', 'prepurchased', 'card', '160', 'eur', 'didnt', 'arrive', 'money', 'taken', 'nobody', 'got', 'touch', 'top', 'paid', '160', 'euros', 'didnt', 'ger', 'prpaid', 'card', '2', 'month', 'rill', 'send', 'video', 'app', 'photos', 'account', 'payment', '31st', 'august', '2024', 'got', 'date', 'receiving', 'card', '20th', 'september', '2024', 'still', 'nothing', 'provide', 'pictures'];terrible horrible service support chat is not reachable prepurchased card 160 eur didnt arrive just money had been taken nobody got in touch i have top up it i paid 160 euros i didnt ger my prpaid card in 2 month and rill now i will send you video of my app i have photos of my account i did payment 31st of august 2024 then i got a date for receiving my card 20th of september 2024 still nothing i can provide all pictures;customer service;user_centricity
3024;f8c00fc0-d620-4acb-897c-a4065bb7105a;In App Chat shows only a blank page. How on Earth do I get help?!;1;0;425290;18/07/2025 19:12;;;425290;TradeRepublic;['app', 'chat', 'shows', 'blank', 'page', 'earth', 'get', 'help'];in app chat shows only a blank page how on earth do i get help;support;user_centricity
1413;c229bc77-5df0-49d8-ba18-da3de6e2232f;Problem was solved. Thank you!;5;0;418;28/01/2025 23:57;Hey, thanks for reporting this. Our team are working to solve this issue as soon as possible. Please keep an eye on your app store for new versions of the app. We apologize for the inconvenience. Best, Bella, N26 Team.;24/01/2025 15:36;418;N26;['problem', 'solved', 'thank'];problem was solved thank you;satisfaction;user_centricity
763;d08b1054-3082-4096-b400-7641f9325853;very Good ??;5;0;2523145;18/06/2025 04:47;Hi, thank you for your awesome review. Have a nice day!;19/06/2025 12:54;2523145;Klarna;['good'];very good;satisfaction;user_centricity
655;f769bfaa-f70e-4bdf-875b-d88bac6d4db1;this is worst experience I ever had in my adult life. i have been existing on this planet for almost 40 years already, but an app yet had to make me THAT angry as Klarna. I enjoyed Stocard, it just worked. but every time I open this to use card at cashdesk, it needs me to relogin, send code, read some tips, accept cookies, uaaargh!!!! jesus christ this is unusable!!!;1;1;2521268;24/06/2025 18:59;Hi Jan, we do understand that this new change is quite the adjustment for all of our former Stocard users and we do encourage you to stay tuned for further updates as we work continuously to ensure the best experience.;24/06/2025 19:00;2521268;Klarna;['worst', 'experience', 'ever', 'adult', 'life', 'existing', 'planet', 'almost', '40', 'years', 'already', 'app', 'yet', 'make', 'angry', 'klarna', 'enjoyed', 'stocard', 'worked', 'every', 'time', 'open', 'use', 'card', 'cashdesk', 'needs', 'relogin', 'send', 'code', 'read', 'tips', 'accept', 'cookies', 'uaaargh', 'jesus', 'christ', 'unusable'];this is worst experience i ever had in my adult life i have been existing on this planet for almost 40 years already but an app yet had to make me that angry as klarna i enjoyed stocard it just worked but every time i open this to use card at cashdesk it needs me to relogin send code read some tips accept cookies uaaargh jesus christ this is unusable;usability;
